,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
16,16,0,0,16,0,0,1,4,4,4,4,2,0,1,3,0,1,0,0,0,0,0,0,1,3,2,3,1,2,2,6,13,14,14,0,1,3,0,1,0,1,0,0,1,3,2,3,1,2,2,10,13,13,14
17,17,0,0,16,0,0,1,3,3,5,5,2,0,3,2,0,0,0,1,0,0,0,1,1,5,3,2,1,1,4,4,8,10,10,0,3,2,0,0,0,1,0,0,1,5,3,2,1,1,4,2,13,14,14
18,18,0,1,17,0,0,1,3,2,4,4,0,0,1,1,3,1,0,1,0,0,0,0,1,5,5,5,2,4,5,16,6,5,5,0,1,1,3,1,0,0,0,0,1,5,5,5,2,4,5,2,8,8,7
18,18,0,1,17,0,0,1,3,2,4,4,0,0,1,1,3,1,0,1,0,0,0,0,1,5,5,5,2,4,5,16,6,5,5,0,1,1,3,1,0,0,0,0,1,5,5,5,2,4,5,2,8,8,7
18,18,0,1,17,0,0,1,3,2,4,4,0,0,1,1,3,1,0,1,0,0,0,0,1,5,5,5,2,4,5,16,6,5,5,0,1,1,3,1,0,0,0,0,1,5,5,5,2,4,5,2,8,8,7
18,18,0,1,17,0,0,1,3,2,4,4,0,0,1,1,3,1,0,1,0,0,0,0,1,5,5,5,2,4,5,16,6,5,5,0,1,1,3,1,0,0,0,0,1,5,5,5,2,4,5,2,8,8,7
19,19,0,1,16,0,1,1,4,3,1,5,3,1,1,1,0,1,1,0,0,0,0,0,1,3,1,3,1,3,5,4,8,10,10,1,1,1,0,1,1,1,0,0,1,3,1,3,1,3,5,6,12,12,12
20,20,0,1,15,0,0,1,4,3,3,5,2,0,1,2,0,1,1,1,1,0,0,0,1,4,4,1,1,1,1,0,13,14,15,0,1,2,0,1,1,1,1,0,1,4,4,1,1,1,1,0,12,13,14
21,21,0,1,15,0,0,1,4,4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,5,4,2,1,1,5,0,12,15,15,1,1,1,0,1,0,0,1,0,1,5,4,2,1,1,5,0,11,12,12
22,22,0,1,16,0,1,1,4,2,3,5,0,0,1,2,0,1,1,1,0,0,0,0,1,4,5,1,1,3,5,2,15,15,16,0,1,2,0,1,1,1,0,0,1,4,5,1,1,3,5,0,12,13,14
23,23,0,1,16,0,1,1,2,2,5,5,2,0,2,2,0,1,0,1,0,0,0,0,1,5,4,4,2,4,5,0,13,13,12,0,2,2,0,1,0,1,0,0,1,5,4,4,2,4,5,2,10,10,10
23,23,0,1,16,0,1,1,2,2,5,5,2,0,2,2,0,1,0,1,0,0,0,0,1,5,4,4,2,4,5,0,13,13,12,0,2,2,0,1,0,1,0,0,1,5,4,4,2,4,5,2,10,10,10
23,23,0,1,16,0,1,1,2,2,5,5,2,0,2,2,0,1,0,1,0,0,0,0,1,5,4,4,2,4,5,0,13,13,12,0,2,2,0,1,0,1,0,0,1,5,4,4,2,4,5,2,10,10,10
23,23,0,1,16,0,1,1,2,2,5,5,2,0,2,2,0,1,0,1,0,0,0,0,1,5,4,4,2,4,5,0,13,13,12,0,2,2,0,1,0,1,0,0,1,5,4,4,2,4,5,2,10,10,10
24,24,0,0,15,1,0,1,2,4,4,1,0,0,1,3,0,0,0,0,0,0,0,0,1,4,3,2,1,1,5,2,10,9,8,0,1,3,0,0,0,1,0,0,1,4,3,2,1,1,5,2,10,11,10
25,25,0,0,16,0,0,1,2,2,4,4,3,0,1,1,2,1,0,0,1,1,0,0,1,1,2,2,1,3,5,14,6,9,8,0,1,1,0,1,0,1,1,0,1,1,2,2,1,3,5,6,10,11,12
26,26,0,1,15,0,0,1,2,2,5,5,3,0,1,1,0,1,0,0,1,0,0,0,1,4,2,2,1,2,5,2,12,12,11,0,1,1,0,1,0,1,1,0,1,4,2,2,1,2,5,8,11,12,12
27,27,0,1,15,0,0,1,4,2,1,4,1,0,1,1,0,1,1,0,1,0,0,0,1,2,2,4,2,4,1,4,15,16,15,0,1,1,0,1,1,1,1,0,1,2,2,4,2,4,1,0,11,11,11
27,27,0,1,15,0,0,1,4,2,1,4,1,0,1,1,0,1,1,0,1,0,0,0,1,2,2,4,2,4,1,4,15,16,15,0,1,1,0,1,1,1,1,0,1,2,2,4,2,4,1,0,11,11,11
27,27,0,1,15,0,0,1,4,2,1,4,1,0,1,1,0,1,1,0,1,0,0,0,1,2,2,4,2,4,1,4,15,16,15,0,1,1,0,1,1,1,1,0,1,2,2,4,2,4,1,0,11,11,11
27,27,0,1,15,0,0,1,4,2,1,4,1,0,1,1,0,1,1,0,1,0,0,0,1,2,2,4,2,4,1,4,15,16,15,0,1,1,0,1,1,1,1,0,1,2,2,4,2,4,1,0,11,11,11
28,28,0,1,16,0,1,0,3,4,4,5,3,0,1,2,0,0,0,1,0,0,0,0,1,5,3,3,1,1,5,4,11,11,11,0,1,2,0,0,0,0,0,0,1,5,3,3,1,1,5,2,12,12,13
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
29,29,0,1,16,0,0,1,4,4,3,3,3,0,1,2,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,16,10,12,11,0,1,2,0,1,0,0,0,0,0,4,4,5,5,5,5,4,12,11,12
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
30,30,0,1,15,0,0,1,4,4,1,4,3,0,1,2,0,1,0,0,1,1,0,0,1,5,4,2,3,4,5,0,9,11,12,0,1,2,0,1,0,0,1,0,1,5,4,2,3,4,5,0,10,11,11
31,31,0,1,15,0,0,1,4,4,4,4,2,0,2,2,0,1,0,1,0,0,0,0,1,4,3,1,1,1,5,0,17,16,17,0,2,2,0,1,0,1,0,0,1,4,3,1,1,1,5,2,15,15,15
32,32,0,1,15,1,0,1,4,3,3,0,0,0,1,2,0,1,0,1,0,0,0,0,0,4,5,2,1,1,5,0,17,16,16,0,1,2,0,1,0,1,0,0,0,4,5,2,1,1,5,0,13,14,15
33,33,0,1,15,0,1,1,3,3,5,5,0,0,1,2,0,1,1,1,0,1,0,0,1,5,3,2,1,1,2,0,8,10,12,0,1,2,0,1,1,1,0,0,1,5,3,2,1,1,2,0,13,12,12
34,34,0,1,16,0,0,1,3,2,5,5,3,0,1,1,0,1,0,0,1,1,0,0,1,5,4,3,1,1,5,0,12,14,15,0,1,1,0,1,0,1,1,0,1,5,4,3,1,1,5,4,12,12,12
35,35,0,0,15,0,0,1,2,3,5,5,1,1,2,1,0,1,0,1,0,0,0,1,1,3,5,1,1,1,5,0,8,7,6,1,2,1,0,1,0,1,0,0,1,3,5,1,1,1,5,4,11,11,11
36,36,0,1,15,0,1,1,4,3,3,4,3,0,1,3,0,1,0,1,0,0,0,0,1,5,4,3,1,1,4,2,15,16,18,0,1,3,0,1,0,1,0,0,1,5,4,3,1,1,4,0,14,14,14
37,37,0,1,16,1,0,0,4,4,5,3,2,0,2,3,0,1,0,1,0,0,0,0,0,2,4,3,1,1,5,7,15,16,15,0,2,3,0,1,0,1,0,0,0,2,4,3,1,1,5,4,13,13,13
38,38,0,0,15,1,0,1,3,4,4,1,0,0,1,3,0,0,0,0,0,0,0,0,1,4,3,2,1,1,5,2,12,12,11,0,1,3,0,0,0,1,0,0,1,4,3,2,1,1,5,2,11,12,12
39,39,0,0,15,1,0,1,2,2,0,5,2,0,1,1,0,0,0,0,0,0,0,1,1,4,3,1,1,1,2,8,14,13,13,0,1,1,0,0,0,1,0,0,1,4,3,1,1,1,2,8,14,13,12
40,40,0,0,16,0,1,1,2,2,5,5,3,0,2,2,1,1,0,1,0,1,0,0,0,3,3,3,1,2,3,25,7,10,11,0,2,2,0,1,0,1,0,0,0,3,3,3,1,2,3,16,11,11,10
41,41,0,1,15,0,1,1,4,4,3,5,3,2,1,1,0,1,0,1,1,1,0,0,0,5,4,3,2,4,5,8,12,12,12,2,1,1,0,1,0,1,1,0,0,5,4,3,2,4,5,8,10,11,11
41,41,0,1,15,0,1,1,4,4,3,5,3,2,1,1,0,1,0,1,1,1,0,0,0,5,4,3,2,4,5,8,12,12,12,2,1,1,0,1,0,1,1,0,0,5,4,3,2,4,5,8,10,11,11
41,41,0,1,15,0,1,1,4,4,3,5,3,2,1,1,0,1,0,1,1,1,0,0,0,5,4,3,2,4,5,8,12,12,12,2,1,1,0,1,0,1,1,0,0,5,4,3,2,4,5,8,10,11,11
41,41,0,1,15,0,1,1,4,4,3,5,3,2,1,1,0,1,0,1,1,1,0,0,0,5,4,3,2,4,5,8,12,12,12,2,1,1,0,1,0,1,1,0,0,5,4,3,2,4,5,8,10,11,11
42,42,0,1,15,0,0,1,4,4,4,3,0,1,1,2,0,1,0,1,0,0,0,0,1,4,3,3,1,1,5,2,19,18,18,1,1,2,0,1,0,1,0,0,1,4,3,3,1,1,5,0,14,15,15
43,43,0,1,15,0,0,1,2,2,4,4,0,1,1,1,0,0,0,1,1,0,0,0,1,5,4,1,1,1,1,0,8,8,11,1,1,1,0,0,0,1,1,0,1,5,4,1,1,1,1,0,9,10,10
44,44,0,0,16,0,1,1,2,2,5,0,0,1,2,2,1,0,1,1,0,0,0,0,1,4,3,3,2,2,5,14,10,10,9,1,2,2,1,0,1,1,0,0,1,4,3,3,2,2,5,14,10,11,11
44,44,0,0,16,0,1,1,2,2,5,0,0,1,2,2,1,0,1,1,0,0,0,0,1,4,3,3,2,2,5,14,10,10,9,1,2,2,1,0,1,1,0,0,1,4,3,3,2,2,5,14,10,11,11
44,44,0,0,16,0,1,1,2,2,5,0,0,1,2,2,1,0,1,1,0,0,0,0,1,4,3,3,2,2,5,14,10,10,9,1,2,2,1,0,1,1,0,0,1,4,3,3,2,2,5,14,10,11,11
44,44,0,0,16,0,1,1,2,2,5,0,0,1,2,2,1,0,1,1,0,0,0,0,1,4,3,3,2,2,5,14,10,10,9,1,2,2,1,0,1,1,0,0,1,4,3,3,2,2,5,14,10,11,11
45,45,0,0,15,0,1,0,4,3,5,5,0,0,1,2,0,0,0,0,0,0,0,0,0,5,2,2,1,1,5,8,8,8,6,0,1,2,0,0,0,0,0,0,0,5,2,2,1,1,5,4,10,11,11
46,46,0,0,16,0,1,0,3,3,5,4,3,0,1,2,0,1,0,1,1,0,0,0,1,2,3,5,1,4,3,12,11,12,11,0,1,2,0,1,0,1,1,0,1,2,3,5,1,4,3,6,13,12,13
47,47,0,1,16,0,0,1,4,3,1,4,2,0,1,4,0,1,1,1,0,0,0,0,1,4,2,2,1,1,2,4,19,19,20,0,1,4,0,1,1,1,0,0,1,4,2,2,1,1,2,2,17,17,17
48,48,0,1,15,0,0,1,4,2,3,5,3,0,1,2,0,1,0,0,1,0,0,1,1,4,3,3,2,2,5,2,15,15,14,0,1,2,0,1,0,1,1,0,1,4,3,3,2,2,5,4,11,12,13
48,48,0,1,15,0,0,1,4,2,3,5,3,0,1,2,0,1,0,0,1,0,0,1,1,4,3,3,2,2,5,2,15,15,14,0,1,2,0,1,0,1,1,0,1,4,3,3,2,2,5,4,11,12,13
48,48,0,1,15,0,0,1,4,2,3,5,3,0,1,2,0,1,0,0,1,0,0,1,1,4,3,3,2,2,5,2,15,15,14,0,1,2,0,1,0,1,1,0,1,4,3,3,2,2,5,4,11,12,13
48,48,0,1,15,0,0,1,4,2,3,5,3,0,1,2,0,1,0,0,1,0,0,1,1,4,3,3,2,2,5,2,15,15,14,0,1,2,0,1,0,1,1,0,1,4,3,3,2,2,5,4,11,12,13
49,49,0,0,15,0,0,1,4,4,4,3,1,1,1,2,1,0,0,1,0,1,0,0,1,4,4,4,1,1,3,2,7,7,7,1,1,2,0,0,0,1,0,0,1,4,4,4,1,1,3,2,13,12,12
50,50,0,0,16,0,1,1,2,2,4,4,0,0,3,2,0,1,0,0,1,0,0,0,1,4,3,3,2,3,4,2,12,13,13,0,3,2,0,1,0,1,1,0,1,4,3,3,2,3,4,0,14,13,13
50,50,0,0,16,0,1,1,2,2,4,4,0,0,3,2,0,1,0,0,1,0,0,0,1,4,3,3,2,3,4,2,12,13,13,0,3,2,0,1,0,1,1,0,1,4,3,3,2,3,4,0,14,13,13
50,50,0,0,16,0,1,1,2,2,4,4,0,0,3,2,0,1,0,0,1,0,0,0,1,4,3,3,2,3,4,2,12,13,13,0,3,2,0,1,0,1,1,0,1,4,3,3,2,3,4,0,14,13,13
50,50,0,0,16,0,1,1,2,2,4,4,0,0,3,2,0,1,0,0,1,0,0,0,1,4,3,3,2,3,4,2,12,13,13,0,3,2,0,1,0,1,1,0,1,4,3,3,2,3,4,0,14,13,13
51,51,0,0,15,0,1,1,4,2,1,5,1,0,1,2,0,1,0,0,1,0,0,0,1,4,3,3,1,1,5,2,11,13,13,0,1,2,0,1,0,1,1,0,1,4,3,3,1,1,5,0,16,14,16
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
